"id","short-name","url","lifeUrl","OToLId","waarnemingId"
"Lactarius omphaliformis","Lactarius omphaliformis","http://www.wikidata.org/entity/Q84333752","","404991","15502"
"Lactarius pubescens","Lactarius pubescens","http://www.wikidata.org/entity/Q653776","1029967","186669","15083"
"Lactarius pyrogalus","Lactarius pyrogalus","http://www.wikidata.org/entity/Q1784373","1030080","4095963","673319"
"Lactarius quietus","Lactarius quietus","http://www.wikidata.org/entity/Q430845","1029968","82941","15307"
"Lactarius rufus","Lactarius rufus","http://www.wikidata.org/entity/Q1323764","188378","401005","15503"
"Lactarius serifluus","Lactarius serifluus","http://www.wikidata.org/entity/Q1634076","158661","986924","15663"
"Lactarius subdulcis","Lactarius subdulcis","http://www.wikidata.org/entity/Q1724711","1017386","389956","14988"
"Lactarius tabidus","Lactarius tabidus","http://www.wikidata.org/entity/Q1427410","1016794","186674","596989"
"Lactarius torminosus","Lactarius torminosus","http://www.wikidata.org/entity/Q865540","188308","40244","13529"
"Lactarius vietus","Lactarius vietus","http://www.wikidata.org/entity/Q1543827","160267","334221","13683"
"Lactarius zonarius","Lactarius zonarius","http://www.wikidata.org/entity/Q1897180","996599","451897","82120"
"Lactifluus vellereus","Lactifluus vellereus","http://www.wikidata.org/entity/Q104859120","6734520","760939","673322"
"Leccinum aurantiacum ss. lato","Leccinum aurantiacum","http://www.wikidata.org/entity/Q4329061","151917","52649","673330"
"Leccinum cyaneobasileucum","Leccinum cyaneobasileucum","http://www.wikidata.org/entity/Q18345707","18509138","462900","673331"
"Leccinum duriusculum","Leccinum duriusculum","http://www.wikidata.org/entity/Q2360294","190520","742580","15282"
"Leccinum scabrum","Leccinum scabrum","http://www.wikidata.org/entity/Q628977","6669889","168215","15185"
"Leccinum variicolor","Leccinum variicolor","http://www.wikidata.org/entity/Q355571","6669875","168214","15023"
"Lentinellus cochleatus","Lentinellus cochleatus","http://www.wikidata.org/entity/Q2714698","198194","435690","13757"
"Lentinus tigrinus","Lentinus tigrinus","http://www.wikidata.org/entity/Q1513219","1029723","685638","15591"
"Lepiota aspera","Lepiota aspera","http://www.wikidata.org/entity/Q84860309","","5345324","15559"
"Lepiota boudieri","Lepiota boudieri","http://www.wikidata.org/entity/Q10657197","1009319","355929","15430"
"Lepiota brunneoincarnata","Lepiota brunneoincarnata","http://www.wikidata.org/entity/Q2375450","1009223","191818","15154"
"Lepiota castanea","Lepiota castanea","http://www.wikidata.org/entity/Q2640668","1017299","355914","15313"
"Lepiota cristata","Lepiota cristata","http://www.wikidata.org/entity/Q855482","188132","20519","15570"
"Lepiota echinacea-groep","Lepiota echinacea","http://www.wikidata.org/entity/Q5406254","18411739","5444313","13572"
"Lepiota erminea","Lepiota erminea","http://www.wikidata.org/entity/Q10716221","188817","751390","673338"
"Lepiota magnispora","Lepiota magnispora","http://www.wikidata.org/entity/Q3915582","160904","355928","673339"
"Lepiota subincarnata","Lepiota subincarnata","http://www.wikidata.org/entity/Q4259141","1005140","163805","15612"
"Lepista flaccida","Lepista flaccida","https://www.wikidata.org/wiki/Q985225","46708098","1085115","15496"
"Lepista nuda","Lepista nuda","http://www.wikidata.org/entity/Q29362","195539","1080645","15440"
"Lepista saeva","Lepista saeva","http://www.wikidata.org/entity/Q1824952","199198","729386","13668"
"Lepista sordida","Lepista sordida","http://www.wikidata.org/entity/Q3229951","191246","154545","15610"
"Leratiomyces ceres","Leratiomyces ceres","http://www.wikidata.org/entity/Q15651408","196478","670045","673349"
"Leucoagaricus leucothites","Leucoagaricus leucothites","http://www.wikidata.org/entity/Q1130373","195732","191811","194587"
"Leucocoprinus brebissonii","Leucocoprinus brebissonii","http://www.wikidata.org/entity/Q6534109","190399","663497","15556"
"Loreleia postii ss. lato","Loreleia postii","http://www.wikidata.org/entity/Q10434738","1017080","3807322","673371"
"Lyophyllum deliberatum ss. lato","Lyophyllum deliberatum","http://www.wikidata.org/entity/Q84856232","6679490","764504","13436"
"Lyophyllum fumosum ss. lato","Lyophyllum fumosum","http://www.wikidata.org/entity/Q10659010","1008314","205847","15043"
"Lyophyllum palustre","Lyophyllum palustre","http://www.wikidata.org/entity/Q108002487","44520745","808327","106441"
"Lyophyllum tylicolor","Lyophyllum tylicolor","http://www.wikidata.org/entity/Q105058298","","284718","106444"
"Macrocystidia cucumis","Macrocystidia cucumis","http://www.wikidata.org/entity/Q1555204","188697","765464","13647"
"Macrolepiota procera","Macrolepiota procera","http://www.wikidata.org/entity/Q243381","2870280","789177","15274"
"Marasmiellus ramealis","Marasmiellus ramealis","http://www.wikidata.org/entity/Q670544","1004456","920243","15584"
"Marasmiellus vaillantii","Marasmiellus vaillantii","http://www.wikidata.org/entity/Q10725914","1004998","3820698","15281"
"Marasmius bulliardii","Marasmius bulliardii","http://www.wikidata.org/entity/Q2511498","1009432","674013","15108"
"Marasmius cohaerens","Marasmius cohaerens","http://www.wikidata.org/entity/Q10505243","133471","435739","13624"
"Marasmius curreyi","Marasmius curreyi","http://www.wikidata.org/entity/Q10691826","1030412","435752","15426"
"Marasmius epiphylloides","Marasmius epiphylloides","http://www.wikidata.org/entity/Q10590406","1003721","3833730","15359"
"Marasmius epiphyllus","Marasmius epiphyllus","http://www.wikidata.org/entity/Q1083652","188319","205845","15700"
"Marasmius limosus","Marasmius limosus","http://www.wikidata.org/entity/Q10713329","188897","3833768","15479"
"Marasmius oreades","Marasmius oreades","http://www.wikidata.org/entity/Q752492","1029355","351351","15668"
"Marasmius rotula","Marasmius rotula","http://www.wikidata.org/entity/Q1572207","1030090","193233","15670"
"Marasmius setosus","Marasmius setosus","http://www.wikidata.org/entity/Q10432250","46706463","3834264","15587"
"Megacollybia platyphylla","Megacollybia platyphylla","http://www.wikidata.org/entity/Q905938","1004997","292755","15031"
"Melanoleuca cognata","Melanoleuca cognata","http://www.wikidata.org/entity/Q10511324","1017150","292754","15417"
"Melanoleuca polioleuca-groep","Melanoleuca polioleuca","http://www.wikidata.org/entity/Q10580461","1005487","300325","15728"
"Melanophyllum haematospermum","Melanophyllum haematospermum","http://www.wikidata.org/entity/Q10508003","134052","10779","15630"
"Meottomyces dissimulans","Meottomyces dissimulans","http://www.wikidata.org/entity/Q52440402","18454224","232304","673397"
"Mycena abramsii","Mycena abramsii","http://www.wikidata.org/entity/Q10673580","163410","68692","15655"
"Mycena acicula","Mycena acicula","http://www.wikidata.org/entity/Q2670211","188756","196230","15425"
"Mycena adonis","Mycena adonis","http://www.wikidata.org/entity/Q3279263","6674871","292753","13526"
"Mycena adscendens","Mycena adscendens","http://www.wikidata.org/entity/Q5789046","302164","409306","15583"
"Mycena aetites","Mycena aetites","http://www.wikidata.org/entity/Q3912823","188276","196237","15238"
"Mycena amicta","Mycena amicta","http://www.wikidata.org/entity/Q10495970","188082","812157","15084"
"Mycena arcangeliana","Mycena arcangeliana","http://www.wikidata.org/entity/Q6946863","1017258","770158","15053"
"Mycena bulbosa","Mycena bulbosa","http://www.wikidata.org/entity/Q10590930","188769","5222720","14985"
"Mycena capillaris","Mycena capillaris","http://www.wikidata.org/entity/Q10432253","189384","770166","15324"
"Mycena chlorantha","Mycena chlorantha","http://www.wikidata.org/entity/Q10478127","1029502","5222729","15251"
"Mycena cinerella","Mycena cinerella","http://www.wikidata.org/entity/Q6946875","188795","1065799","15245"
"Mycena clavicularis","Mycena clavicularis","http://www.wikidata.org/entity/Q10690265","1030218","914014","14780"
"Mycena epipterygia","Mycena epipterygia","http://www.wikidata.org/entity/Q1183020","6674908","755362","15227"
"Mycena epipterygioides","Mycena epipterygioides","http://www.wikidata.org/entity/Q10590945","1029793","5222748","15060"
"Mycena filopes","Mycena filopes","http://www.wikidata.org/entity/Q10540296","160290","991495","15086"
"Mycena flavescens","Mycena flavescens","http://www.wikidata.org/entity/Q4354989","1017152","5222745","15146"
"Mycena flavoalba","Mycena flavoalba","http://www.wikidata.org/entity/Q3914302","42685746","5304844","14996"
"Mycena galericulata","Mycena galericulata","http://www.wikidata.org/entity/Q1467364","188563","914015","15292"
"Mycena galopus","Mycena galopus","http://www.wikidata.org/entity/Q1806243","6674854","134763","15398"
"Mycena galopus (niet-melkende vorm)","Mycena galopus","http://www.wikidata.org/entity/Q1806243","6674854","134763","15398"
"Mycena haematopus","Mycena haematopus","http://www.wikidata.org/entity/Q1516674","188309","755361","15270"
"Mycena hiemalis","Mycena hiemalis","http://www.wikidata.org/entity/Q10589571","46706646","1032396","15580"
"Mycena inclinata","Mycena inclinata","http://www.wikidata.org/entity/Q2181869","1005581","5222718","15126"
"Mycena leptocephala","Mycena leptocephala","http://www.wikidata.org/entity/Q2565841","153931","755353","15569"
"Mycena megaspora","Mycena megaspora","http://www.wikidata.org/entity/Q10657279","1004679","87506","13714"
"Mycena metata","Mycena metata","http://www.wikidata.org/entity/Q1641480","188531","87513","15062"
"Mycena olivaceomarginata","Mycena olivaceomarginata","http://www.wikidata.org/entity/Q6946902","195738","232312","15045"
"Mycena pearsoniana","Mycena pearsoniana","http://www.wikidata.org/entity/Q10590977","1009031","427356","15615"
"Mycena pelianthina","Mycena pelianthina","http://www.wikidata.org/entity/Q3915837","155067","375082","14510"
"Mycena polyadelpha","Mycena polyadelpha","http://www.wikidata.org/entity/Q10572966","198229","330898","15690"
"Mycena polygramma","Mycena polygramma","http://www.wikidata.org/entity/Q2725438","156256","755356","15578"
"Mycena pseudocorticola","Mycena pseudocorticola","http://www.wikidata.org/entity/Q10465904","189773","276419","13826"
"Mycena pura","Mycena pura","http://www.wikidata.org/entity/Q1500783","1017425","314982","15206"
"Mycena rosea","Mycena rosea","http://www.wikidata.org/entity/Q1757505","198939","5306013","15291"
"Mycena sanguinolenta","Mycena sanguinolenta","http://www.wikidata.org/entity/Q785648","1009559","232314","15325"
"Mycena sanguinolenta (niet bloedende vorm)","Mycena sanguinolenta","http://www.wikidata.org/entity/Q785648","1009559","232314","15325"
"Mycena speirea","Mycena speirea","http://www.wikidata.org/entity/Q10551197","1017181","726968","15327"
"Mycena stipata","Mycena stipata","http://www.wikidata.org/entity/Q5861745","1031168","5222723","15048"
"Mycena stylobates","Mycena stylobates","http://www.wikidata.org/entity/Q6946911","160618","390941","15516"
"Mycena vitilis","Mycena vitilis","http://www.wikidata.org/entity/Q9047471","1031561","639438","15447"
"Myxomphalia maura","Myxomphalia maura","http://www.wikidata.org/entity/Q10684516","190988","292768","14816"
"Omphalina chlorocyanea","Omphalina chlorocyanea","http://www.wikidata.org/entity/Q84822910","191071","5306516","13827"
"Omphalina obscurata","Omphalina obscurata","http://www.wikidata.org/entity/Q62425879","","317453","15543"
"Omphalina pyxidata","Omphalina pyxidata","http://www.wikidata.org/entity/Q7090688","195541","5304617","15493"
"Omphalina velutipes","Omphalina velutipes","http://www.wikidata.org/entity/Q62484553","1016624","1044318","15454"
"Oudemansiella mucida","Oudemansiella mucida","http://www.wikidata.org/entity/Q783554","301838","201277","15467"
"Panaeolina foenisecii","Panaeolina foenisecii","http://www.wikidata.org/entity/Q1369546","1005485","263337","15132"
"Panaeolus acuminatus","Panaeolus acuminatus","http://www.wikidata.org/entity/Q1317544","1030230","938705","15558"
"Panaeolus cinctulus","Panaeolus cinctulus","http://www.wikidata.org/entity/Q10543371","1029570","3818595","673482"
"Panaeolus fimicola","Panaeolus fimicola","http://www.wikidata.org/entity/Q4405497","1030048","117757","15235"
"Panaeolus papilionaceus","Panaeolus papilionaceus","http://www.wikidata.org/entity/Q2484523","6717137","61663","15702"
"Panaeolus semiovatus","Panaeolus semiovatus","http://www.wikidata.org/entity/Q1314991","6717115","959000","673483"
"Panellus mitis","Panellus mitis","http://www.wikidata.org/entity/Q1934540","189596","624972","15063"
"Panellus stipticus","Panellus stipticus","http://www.wikidata.org/entity/Q1029124","195743","343976","15515"
"Parasola auricoma","Parasola auricoma","https://www.wikidata.org/wiki/Q257253","982938","363318","673486"
"Parasola misera","Parasola misera","http://www.wikidata.org/entity/Q10647197","243107","934752","673493"
"Parasola plicatilis ss. lato","Parasola plicatilis","http://www.wikidata.org/entity/Q2519015","241993","880024","673494"
"Paxillus filamentosus","Paxillus filamentosus","http://www.wikidata.org/entity/Q4458295","","5686101","15118"
"Paxillus involutus","Paxillus involutus","http://www.wikidata.org/entity/Q518069","155071","92696","15193"
"Pholiota adiposa ss. lato","Pholiota adiposa","http://www.wikidata.org/entity/Q10671550","188640","929248","15531"
"Pholiota astragalina","Pholiota astragalina","http://www.wikidata.org/entity/Q10658810","302079","636234","13601"
"Pholiota conissans","Pholiota conissans","http://www.wikidata.org/entity/Q10715115","1017444","112260","15574"
"Pholiota flammans","Pholiota flammans","http://www.wikidata.org/entity/Q1409447","1029840","666156","14725"
"Pholiota gummosa","Pholiota gummosa","http://www.wikidata.org/entity/Q10510038","302080","112268","14995"
"Pholiota highlandensis","Pholiota highlandensis","https://www.wikidata.org/wiki/Q3807621","193243","820622","13549"
"Pholiota lenta","Pholiota lenta","http://www.wikidata.org/entity/Q2442393","302081","530376","15530"
"Pholiota squarrosa","Pholiota squarrosa","http://www.wikidata.org/entity/Q1574926","188881","771512","15520"
"Pholiota tuberculosa","Pholiota tuberculosa","http://www.wikidata.org/entity/Q10495327","188047","460541","15432"
"Pholiotina arrhenii-groep","Pholiotina arrhenii","http://www.wikidata.org/entity/Q80986393","192204","646308","195143"
"Pholiotina exannulata-groep","Pholiotina exannulata","http://www.wikidata.org/entity/Q108184752","190960","3818428","195146"
"Pleurotus dryinus","Pleurotus dryinus","http://www.wikidata.org/entity/Q820657","1029993","17235","13692"
"Pleurotus ostreatus","Pleurotus ostreatus","http://www.wikidata.org/entity/Q186451","1028614","581149","15194"
"Plicaturopsis crispa","Plicaturopsis crispa","http://www.wikidata.org/entity/Q10543369","49290277","717391","14270"
"Pluteus cervinus","Pluteus cervinus","http://www.wikidata.org/entity/Q790598","2920841","307633","15192"
"Pluteus ephebeus","Pluteus ephebeus","http://www.wikidata.org/entity/Q3906818","188844","433949","15560"
"Pluteus leoninus","Pluteus leoninus","http://www.wikidata.org/entity/Q1314968","1031313","678473","13598"
"Pluteus phlebophorus-groep","Pluteus phlebophorus","http://www.wikidata.org/entity/Q4365926","188803","432974","15133"
"Pluteus podospileus","Pluteus podospileus","http://www.wikidata.org/entity/Q4365935","1009297","1052932","15123"
"Pluteus romellii","Pluteus romellii","http://www.wikidata.org/entity/Q3915833","189096","1010500","15147"
"Pluteus salicinus","Pluteus salicinus","http://www.wikidata.org/entity/Q2980417","1030491","1010501","15236"
"Pluteus thomsonii","Pluteus thomsonii","http://www.wikidata.org/entity/Q4365927","194970","1021549","15489"
"Psathyrella ammophila","Psathyrella ammophila","http://www.wikidata.org/entity/Q7254038","194796","604565","15092"
"Psathyrella artemisiae","Psathyrella artemisiae","http://www.wikidata.org/entity/Q10641597","6690033","493006","15706"
"Psathyrella candolleana","Psathyrella candolleana","http://www.wikidata.org/entity/Q772657","151204","996379","15006"
"Psathyrella conopilus","Psathyrella conopilus","http://www.wikidata.org/entity/Q958843","18464076","31328","15382"
"Psathyrella corrugis-groep","Psathyrella corrugis","http://www.wikidata.org/entity/Q10658913","1008006","604558","15522"
"Psathyrella cotonea","Psathyrella cotonea","http://www.wikidata.org/entity/Q10496072","1005116","1069235","14700"
"Psathyrella fulvescens-groep","Psathyrella fulvescens","http://www.wikidata.org/entity/Q10641613","6690025","604563","673590"
"Psathyrella multipedata","Psathyrella multipedata","http://www.wikidata.org/entity/Q3924851","1017042","1069233","15050"
"Psathyrella panaeoloides","Psathyrella panaeoloides","http://www.wikidata.org/entity/Q10509814","300143","806437","14971"
"Psathyrella piluliformis ss. lato","Psathyrella piluliformis","http://www.wikidata.org/entity/Q2546601","1007082","806441","15683"
"Psathyrella prona","Psathyrella prona","http://www.wikidata.org/entity/Q10717207","6690004","806440","15331"
"Psathyrella pygmaea","Psathyrella pygmaea","http://www.wikidata.org/entity/Q10647199","1016163","668355","15104"
"Psathyrella spadicea","Psathyrella spadicea","http://www.wikidata.org/entity/Q10706720","46706995","806443","15059"
"Psathyrella spadiceogrisea-groep","Psathyrella spadiceogrisea","http://www.wikidata.org/entity/Q10509887","190625","64701","15659"
"Psathyrella tephrophylla","Psathyrella tephrophylla","http://www.wikidata.org/entity/Q10641647","305722","806448","15057"
"Pseudoboletus parasiticus","Pseudoboletus parasiticus","http://www.wikidata.org/entity/Q761680","46705847","462904","673598"
"Pseudocraterellus undulatus","Pseudocraterellus undulatus","https://www.wikidata.org/wiki/Q107866831","194811","3790526","14595"
"Psilocybe semilanceata","Psilocybe semilanceata","http://www.wikidata.org/entity/Q503359","188497","769029","15470"
"Resinomycena saccharifera","Resinomycena saccharifera","http://www.wikidata.org/entity/Q10682136","300420","3824288","673644"
"Resupinatus applicatus ss. lato","Resupinatus applicatus","http://www.wikidata.org/entity/Q7316479","996242","747861","15285"
"Rhodocollybia butyracea","Rhodocollybia butyracea","http://www.wikidata.org/entity/Q1018043","6698361","181505","673650"
"Rhodocollybia maculata","Rhodocollybia maculata","http://www.wikidata.org/entity/Q2645787","6680243","388473","673651"
"Rhodotus palmatus","Rhodotus palmatus","http://www.wikidata.org/entity/Q2580187","1009551","964608","15709"
"Rickenella fibula","Rickenella fibula","http://www.wikidata.org/entity/Q1770667","52786724","778788","15431"
"Rickenella swartzii","Rickenella swartzii","http://www.wikidata.org/entity/Q10431710","52246442","5300239","15441"
"Ripartites tricholoma","Ripartites tricholoma","http://www.wikidata.org/entity/Q5227197","195721","806444","15209"
"Roridomyces roridus","Roridomyces roridus","http://www.wikidata.org/entity/Q10656825","161560","5305968","673656"
"Russula aeruginea","Russula aeruginea","http://www.wikidata.org/entity/Q1323740","1029622","227574","15249"
"Russula amoenolens","Russula amoenolens","http://www.wikidata.org/entity/Q1028515","1009019","760940","15514"
"Russula betularum","Russula betularum","http://www.wikidata.org/entity/Q580098","194686","1016005","15504"
"Russula brunneoviolacea","Russula brunneoviolacea","http://www.wikidata.org/entity/Q2527475","1016731","98835","14716"
"Russula caerulea","Russula caerulea","http://www.wikidata.org/entity/Q999441","158649","760942","673659"
"Russula claroflava","Russula claroflava","http://www.wikidata.org/entity/Q1462183","195363","709303","15160"
"Russula cyanoxantha","Russula cyanoxantha","http://www.wikidata.org/entity/Q246696","1028568","611410","15476"
"Russula decipiens-groep","Russula decipiens","http://www.wikidata.org/entity/Q1559725","134031","3806386","15505"
"Russula delica","Russula delica","http://www.wikidata.org/entity/Q843177","1009665","82940","15697"
"Russula densifolia","Russula densifolia","http://www.wikidata.org/entity/Q1209460","1009666","760938","15121"
"Russula emetica ss. lato","Russula emetica","http://www.wikidata.org/entity/Q614625","158024","760929","673660"
"Russula exalbicans","Russula exalbicans","http://www.wikidata.org/entity/Q1508055","1016523","760930","13716"
"Russula fellea","Russula fellea","http://www.wikidata.org/entity/Q775406","159358","237546","14982"
"Russula foetens","Russula foetens","http://www.wikidata.org/entity/Q854895","156436","41734","14818"
"Russula fragilis","Russula fragilis","http://www.wikidata.org/entity/Q1516668","10406777","41735","15033"
"Russula graveolens ss. lato","Russula graveolens","http://www.wikidata.org/entity/Q1427919","154962","3806093","15640"
"Russula grisea ss. lato","Russula grisea","http://www.wikidata.org/entity/Q1669246","1009545","185638","15089"
"Russula heterophylla","Russula heterophylla","http://www.wikidata.org/entity/Q1415480","133968","237548","13723"
"Russula laccata","Russula laccata","http://www.wikidata.org/entity/Q1799753","191456","328572","673663"
"Russula mairei","Russula mairei","https://www.wikidata.org/wiki/Q81197405","189764","5299312","15566"
"Russula nigricans","Russula nigricans","http://www.wikidata.org/entity/Q639524","1017351","237550","15258"
"Russula nitida","Russula nitida","http://www.wikidata.org/entity/Q80590","163046","439480","15323"
"Russula ochroleuca","Russula ochroleuca","http://www.wikidata.org/entity/Q206438","163674","237549","15151"
"Russula odorata","Russula odorata","http://www.wikidata.org/entity/Q1264044","191627","439481","15179"
"Russula paludosa","Russula paludosa","http://www.wikidata.org/entity/Q618295","160908","965278","14655"
"Russula pectinatoides","Russula pectinatoides","http://www.wikidata.org/entity/Q1786823","10406897","1016002","15423"
"Russula persicina","Russula persicina","http://www.wikidata.org/entity/Q2252699","300057","965274","15380"
"Russula pseudointegra","Russula pseudointegra","http://www.wikidata.org/entity/Q670090","160638","965273","13630"
"Russula puellaris","Russula puellaris","http://www.wikidata.org/entity/Q596333","160641","237551","14830"
"Russula risigallina","Russula risigallina","http://www.wikidata.org/entity/Q1586855","997390","489994","13525"
"Russula sardonia","Russula sardonia","http://www.wikidata.org/entity/Q206449","1016799","812090","673665"
"Russula solaris","Russula solaris","http://www.wikidata.org/entity/Q1361089","1017124","812091","13748"
"Russula subrubens","Russula subrubens","http://www.wikidata.org/entity/Q10715108","193407","5299315","15674"
"Russula undulata","Russula undulata","http://www.wikidata.org/entity/Q84855445","195760","760941","15725"
"Russula velenovskyi","Russula velenovskyi","http://www.wikidata.org/entity/Q198711","1004528","489997","15518"
"Russula versicolor","Russula versicolor","http://www.wikidata.org/entity/Q1583649","189369","489998","13547"
"Russula vesca","Russula vesca","http://www.wikidata.org/entity/Q851539","158808","812088","15533"
"Russula violeipes","Russula violeipes","http://www.wikidata.org/entity/Q1434635","198953","1016003","15443"
"Russula virescens","Russula virescens","http://www.wikidata.org/entity/Q677341","160615","186286","14808"
"Sarcomyxa serotina","Sarcomyxa serotina","http://www.wikidata.org/entity/Q81202193","198561","417404","673672"
"Schizophyllum commune","Schizophyllum commune","http://www.wikidata.org/entity/Q941733","1017353","8357","13776"
"Simocybe centunculus-groep","Simocybe centunculus","http://www.wikidata.org/entity/Q10609162","6705492","1015131","15421"
"Simocybe haustellaris","Simocybe haustellaris","http://www.wikidata.org/entity/Q10420435","302217","3831091","673683"
"Strobilurus esculentus ss. lato","Strobilurus esculentus","http://www.wikidata.org/entity/Q1094895","194232","103820","15552"
"Stropharia aeruginosa","Stropharia aeruginosa","http://www.wikidata.org/entity/Q1552361","1029498","1056566","673693"
"Stropharia caerulea","Stropharia caerulea","http://www.wikidata.org/entity/Q639931","193117","312374","673695"
"Stropharia coronilla","Stropharia coronilla","http://www.wikidata.org/entity/Q948394","163491","798043","673696"
"Stropharia inuncta","Stropharia inuncta","http://www.wikidata.org/entity/Q1537890","1017320","806451","673699"
"Stropharia rugosoannulata","Stropharia rugosoannulata","http://www.wikidata.org/entity/Q1236980","1030605","684081","673703"
"Stropharia semiglobata","Stropharia semiglobata","http://www.wikidata.org/entity/Q948408","34175559","1037739","546973"
"Suillus bovinus","Suillus bovinus","http://www.wikidata.org/entity/Q1165762","196980","199366","15366"
"Suillus cavipes","Suillus cavipes","http://www.wikidata.org/entity/Q1624061","1008525","428802","673711"
"Suillus granulatus","Suillus granulatus","http://www.wikidata.org/entity/Q1142857","190111","773527","13650"
"Suillus grevillei","Suillus grevillei","http://www.wikidata.org/entity/Q833108","190273","428804","13580"
"Suillus luteus","Suillus luteus","http://www.wikidata.org/entity/Q816730","133591","428806","13555"
"Suillus variegatus","Suillus variegatus","http://www.wikidata.org/entity/Q1347128","195752","1026592","14690"
"Tapinella atrotomentosa","Tapinella atrotomentosa","http://www.wikidata.org/entity/Q1415446","46705710","834577","673719"
"Tapinella panuoides","Tapinella panuoides","http://www.wikidata.org/entity/Q2714637","189035","955086","673720"
"Tricholoma albobrunneum","Tricholoma albobrunneum","http://www.wikidata.org/entity/Q4355699","188470","154547","14845"
"Tricholoma album-groep","Tricholoma album","http://www.wikidata.org/entity/Q3506233","188468","154549","13733"
"Tricholoma argyraceum ss. lato","Tricholoma argyraceum","http://www.wikidata.org/entity/Q4355285","188734","382610","673738"
"Tricholoma cingulatum","Tricholoma cingulatum","http://www.wikidata.org/entity/Q9347250","1030236","326470","15168"
"Tricholoma equestre","Tricholoma equestre","http://www.wikidata.org/entity/Q312756","134136","382612","14706"
"Tricholoma fulvum","Tricholoma fulvum","http://www.wikidata.org/entity/Q2062226","198959","355454","13533"
"Tricholoma populinum","Tricholoma populinum","http://www.wikidata.org/entity/Q9284015","189942","917818","15465"
"Tricholoma saponaceum","Tricholoma saponaceum","http://www.wikidata.org/entity/Q1473080","6681357","213944","14851"
"Tricholoma sulphureum","Tricholoma sulphureum","http://www.wikidata.org/entity/Q583388","6681318","718297","13657"
"Tricholoma ustale","Tricholoma ustale","http://www.wikidata.org/entity/Q10432254","1017368","231896","14981"
"Tricholomopsis rutilans","Tricholomopsis rutilans","http://www.wikidata.org/entity/Q977364","189160","520601","15369"
"Tubaria conspersa","Tubaria conspersa","http://www.wikidata.org/entity/Q10431205","189518","489156","15715"
"Tubaria dispersa","Tubaria dispersa","http://www.wikidata.org/entity/Q10516056","194733","1004411","15394"
"Tubaria furfuracea","Tubaria furfuracea","http://www.wikidata.org/entity/Q1495949","159796","267012","673746"
"Tylopilus felleus","Tylopilus felleus","http://www.wikidata.org/entity/Q633503","1013415","646170","13537"
"Volvariella gloiocephala","Volvariella gloiocephala","http://www.wikidata.org/entity/Q1548970","1028985","333126","15186"
"Volvariella murinella-groep","Volvariella murinella","http://www.wikidata.org/entity/Q10509865","193636","3833034","14734"
"Volvariella surrecta","Volvariella surrecta","http://www.wikidata.org/entity/Q4016370","191501","1056072","13669"
"Xerocomus badius","Xerocomus badius","http://www.wikidata.org/entity/Q81168091","43919243","1084588","195128"
"Xerocomus cisalpinus","Xerocomus cisalpinus","http://www.wikidata.org/entity/Q57784545","39996991","909239","195130"
"Xerocomus declivitatum","Xerocomus declivitatum","http://www.wikidata.org/entity/Q108479714","46705811","","673776"
"Xerocomus porosporus","Xerocomus porosporus","http://www.wikidata.org/entity/Q47091206","","5304105","195136"
"Xerocomus rubellus","Xerocomus rubellus","http://www.wikidata.org/entity/Q22084985","","49490","195139"
"Xerocomus subtomentosus","Xerocomus subtomentosus","http://www.wikidata.org/entity/Q198817","39997205","500350","195140"
"Xerula radicata","Xerula radicata","http://www.wikidata.org/entity/Q1550286","193137","561731","14983"
